22
-26
59
-25
69
108
7
144
96
30
59
-164
-159
149
102
-15
54
-53
-23
52
259
42
10
-60
150
185
110
72
154
130
104
64
-6
41
127
-102
154
-56
117
214
18
-89
138
7
-156
97
27
-128
-9
49
129
57
-15
252
68
43
260
-41
227
-26
137
-155
61
51
48
238
-95
-70
92
87
79
26
-5
14
37
-16
