Subject,Condition,Accuracy,RT
55,hungover,1,428
55,hungover,1,486
55,hungover,1,403
55,hungover,1,508
55,hungover,0,475
55,hungover,1,659
55,hungover,1,552
55,hungover,1,855
55,hungover,1,486
55,hungover,1,640
55,hungover,1,577
55,hungover,1,485
55,hungover,1,424
55,hungover,0,401
55,hungover,1,669
55,hungover,1,450
55,hungover,1,874
55,hungover,1,572
55,hungover,1,699
55,hungover,1,537
55,hungover,1,495
55,hungover,1,510
55,hungover,1,470
55,hungover,1,496
55,hungover,1,535
55,hungover,1,652
55,hungover,1,480
55,hungover,1,579
55,hungover,1,580
55,hungover,0,517
55,hungover,1,588
55,hungover,1,642
55,hungover,1,844
55,hungover,1,570
55,hungover,1,477
55,hungover,1,502
55,hungover,1,496
55,hungover,1,601
55,hungover,1,510
55,hungover,1,591
55,hungover,1,474
55,hungover,1,505
55,hungover,1,492
55,hungover,1,594
55,hungover,1,590
55,hungover,1,466
55,hungover,1,590
55,hungover,1,772
55,hungover,1,529
55,hungover,1,636
55,hungover,1,590
55,hungover,1,956
55,hungover,1,507
55,hungover,1,503
55,hungover,1,433
55,hungover,1,528
55,hungover,1,570
55,hungover,1,488
55,hungover,1,528
55,hungover,1,516
55,hungover,1,521
55,hungover,1,470
55,hungover,1,601
55,hungover,1,540
55,hungover,1,582
55,hungover,1,440
55,hungover,1,424
55,hungover,1,765
55,hungover,1,369
57,hungover,1,438
57,hungover,1,426
57,hungover,1,370
57,hungover,1,589
57,hungover,1,416
57,hungover,1,486
57,hungover,1,497
57,hungover,1,403
57,hungover,1,780
57,hungover,1,484
57,hungover,1,501
57,hungover,1,894
57,hungover,1,495
57,hungover,1,483
57,hungover,1,728
57,hungover,1,412
57,hungover,1,360
57,hungover,1,532
57,hungover,1,665
57,hungover,1,952
57,hungover,1,580
57,hungover,1,542
57,hungover,1,486
57,hungover,1,597
57,hungover,1,468
57,hungover,1,466
57,hungover,1,449
57,hungover,1,540
57,hungover,1,464
57,hungover,1,648
57,hungover,1,434
57,hungover,1,699
57,hungover,1,469
57,hungover,1,434
57,hungover,1,809
57,hungover,1,606
57,hungover,1,833
57,hungover,1,475
57,hungover,1,461
57,hungover,1,471
57,hungover,1,465
57,hungover,1,430
57,hungover,1,474
57,hungover,1,801
57,hungover,1,568
57,hungover,1,510
57,hungover,1,498
57,hungover,1,478
57,hungover,1,474
57,hungover,1,825
57,hungover,1,679
57,hungover,1,476
57,hungover,1,511
57,hungover,1,376
57,hungover,1,297
57,hungover,1,316
57,hungover,1,379
57,hungover,1,443
57,hungover,1,583
57,hungover,1,379
57,hungover,1,507
57,hungover,1,721
57,hungover,1,627
57,hungover,1,543
57,hungover,1,516
57,hungover,1,501
57,hungover,1,493
57,hungover,1,427
57,hungover,1,459
57,hungover,1,469
57,hungover,1,717
57,hungover,1,707
57,hungover,1,942
57,hungover,1,512
57,hungover,1,446
57,hungover,1,655
57,hungover,1,507
57,hungover,1,528
57,hungover,1,913
57,hungover,1,676
57,hungover,1,488
57,hungover,1,619
57,hungover,1,651
57,hungover,1,545
57,hungover,1,425
57,hungover,1,566
57,hungover,1,1052
57,hungover,1,386
57,hungover,1,762
57,hungover,1,929
57,hungover,1,657
57,hungover,1,553
57,hungover,1,565
57,hungover,1,789
57,hungover,1,612
57,hungover,1,537
57,hungover,1,525
57,hungover,1,787
57,hungover,1,446
57,hungover,1,473
57,hungover,1,762
57,hungover,1,504
57,hungover,1,529
57,hungover,1,823
57,hungover,1,541
57,hungover,1,746
57,hungover,1,589
57,hungover,1,850
57,hungover,1,643
57,hungover,1,545
57,hungover,1,526
57,hungover,1,426
57,hungover,1,474
57,hungover,1,513
57,hungover,1,441
57,hungover,1,556
57,hungover,1,609
57,hungover,1,366
57,hungover,1,626
57,hungover,1,400
57,hungover,0,527
57,hungover,1,657
57,hungover,1,523
57,hungover,1,439
57,hungover,1,659
57,hungover,1,417
57,hungover,1,561
57,hungover,1,498
57,hungover,1,557
57,hungover,1,520
57,hungover,0,496
57,hungover,1,434
57,hungover,1,333
57,hungover,1,794
57,hungover,1,450
57,hungover,1,422
57,hungover,1,356
57,hungover,1,259
57,hungover,1,681
57,hungover,1,530
57,hungover,1,478
57,hungover,1,462
57,hungover,1,440
57,hungover,1,440
57,hungover,1,382
57,hungover,1,450
57,hungover,1,474
57,hungover,1,535
57,hungover,1,481
57,hungover,0,981
57,hungover,1,931
57,hungover,1,500
57,hungover,1,675
57,hungover,0,364
57,hungover,1,630
57,hungover,1,528
57,hungover,1,476
57,hungover,1,436
57,hungover,1,389
57,hungover,1,526
57,hungover,1,520
57,hungover,1,738
57,hungover,1,371
57,hungover,1,488
57,hungover,1,483
57,hungover,1,607
57,hungover,1,510
57,hungover,0,608
57,hungover,1,580
57,hungover,1,660
57,hungover,1,544
57,hungover,1,566
57,hungover,1,690
57,hungover,1,452
57,hungover,0,566
57,hungover,1,411
57,hungover,1,490
57,hungover,1,508
57,hungover,1,645
57,hungover,1,438
57,hungover,1,443
57,hungover,1,385
57,hungover,0,340
57,hungover,1,634
57,hungover,1,558
57,hungover,1,551
57,hungover,1,360
57,hungover,0,343
57,hungover,1,617
57,hungover,1,522
57,hungover,1,447
57,hungover,1,498
57,hungover,1,396
57,hungover,1,371
57,hungover,0,313
57,hungover,1,378
57,hungover,1,575
57,hungover,1,439
57,hungover,1,528
57,hungover,1,651
57,hungover,1,507
57,hungover,1,847
57,hungover,1,502
57,hungover,1,1025
58,hungover,1,2989
58,hungover,1,2737
58,hungover,1,588
58,hungover,1,508
58,hungover,1,748
58,hungover,1,515
58,hungover,1,678
58,hungover,1,549
58,hungover,1,551
58,hungover,1,423
58,hungover,1,433
58,hungover,1,478
58,hungover,1,471
58,hungover,1,512
58,hungover,1,515
58,hungover,1,538
58,hungover,1,542
58,hungover,1,648
58,hungover,1,500
58,hungover,1,597
58,hungover,1,678
58,hungover,1,582
58,hungover,1,564
58,hungover,1,538
58,hungover,1,466
58,hungover,1,577
58,hungover,1,392
58,hungover,1,599
58,hungover,1,514
58,hungover,1,564
58,hungover,1,500
58,hungover,1,560
58,hungover,1,519
58,hungover,1,538
58,hungover,1,496
58,hungover,1,477
58,hungover,1,409
58,hungover,1,528
58,hungover,1,637
58,hungover,1,644
58,hungover,1,500
58,hungover,1,799
58,hungover,1,595
58,hungover,1,489
58,hungover,1,658
58,hungover,0,1092
58,hungover,1,619
58,hungover,1,1067
58,hungover,1,551
58,hungover,1,776
58,hungover,1,1012
58,hungover,1,451
58,hungover,1,481
58,hungover,1,527
58,hungover,1,489
58,hungover,1,469
58,hungover,1,598
58,hungover,1,557
58,hungover,1,542
58,hungover,1,585
58,hungover,1,1433
58,hungover,1,640
58,hungover,1,666
58,hungover,1,541
58,hungover,1,496
58,hungover,1,394
58,hungover,1,433
58,hungover,1,505
58,hungover,1,478
58,hungover,1,463
58,hungover,1,532
58,hungover,1,532
58,hungover,1,380
58,hungover,1,431
58,hungover,1,404
58,hungover,1,410
58,hungover,1,498
58,hungover,1,483
58,hungover,1,480
58,hungover,1,415
58,hungover,1,560
58,hungover,1,422
58,hungover,0,528
58,hungover,1,797
58,hungover,1,444
58,hungover,1,533
58,hungover,1,478
58,hungover,1,412
58,hungover,1,406
58,hungover,1,538
58,hungover,1,483
58,hungover,1,499
58,hungover,1,468
58,hungover,1,707
58,hungover,1,621
58,hungover,1,415
58,hungover,1,669
58,hungover,1,499
58,hungover,1,616
58,hungover,1,501
58,hungover,1,437
58,hungover,1,484
58,hungover,1,444
58,hungover,1,517
58,hungover,1,596
58,hungover,1,660
58,hungover,1,673
58,hungover,1,609
58,hungover,1,568
58,hungover,1,416
58,hungover,1,508
58,hungover,1,428
58,hungover,0,457
58,hungover,1,511
58,hungover,1,522
58,hungover,1,509
58,hungover,1,552
58,hungover,1,420
58,hungover,1,625
58,hungover,1,457
58,hungover,1,353
58,hungover,1,510
58,hungover,1,415
58,hungover,1,539
58,hungover,1,485
58,hungover,1,514
58,hungover,1,489
58,hungover,1,591
58,hungover,1,516
58,hungover,1,596
58,hungover,1,676
58,hungover,1,460
58,hungover,1,396
58,hungover,1,490
58,hungover,1,364
58,hungover,1,394
58,hungover,1,449
58,hungover,1,388
58,hungover,1,522
58,hungover,1,349
58,hungover,1,501
58,hungover,1,455
58,hungover,0,455
58,hungover,1,483
58,hungover,1,482
58,hungover,1,578
58,hungover,0,550
58,hungover,1,506
58,hungover,1,511
58,hungover,1,594
58,hungover,1,674
58,hungover,1,438
58,hungover,1,510
58,hungover,1,493
58,hungover,1,495
58,hungover,1,446
58,hungover,1,470
58,hungover,1,495
58,hungover,1,591
58,hungover,1,462
58,hungover,1,531
58,hungover,1,392
58,hungover,1,673
58,hungover,1,442
58,hungover,1,423
58,hungover,1,560
58,hungover,1,506
58,hungover,1,409
58,hungover,1,660
58,hungover,1,470
58,hungover,1,625
58,hungover,1,751
58,hungover,1,534
58,hungover,1,754
58,hungover,1,496
58,hungover,1,499
58,hungover,1,493
58,hungover,1,522
58,hungover,1,417
58,hungover,1,578
58,hungover,1,577
58,hungover,1,614
58,hungover,1,789
58,hungover,1,453
58,hungover,1,637
58,hungover,1,475
58,hungover,1,348
58,hungover,1,437
58,hungover,1,434
58,hungover,1,415
58,hungover,1,534
58,hungover,1,456
58,hungover,1,365
58,hungover,1,528
58,hungover,1,362
58,hungover,1,416
58,hungover,1,387
58,hungover,1,509
58,hungover,1,376
58,hungover,1,518
58,hungover,1,420
58,hungover,1,620
58,hungover,1,556
58,hungover,1,553
59,hungover,1,922
59,hungover,1,776
59,hungover,1,419
59,hungover,1,413
59,hungover,1,556
59,hungover,1,799
59,hungover,1,539
59,hungover,1,339
59,hungover,1,348
59,hungover,1,296
59,hungover,1,407
59,hungover,0,465
59,hungover,1,542
59,hungover,1,481
59,hungover,1,618
59,hungover,1,536
59,hungover,1,530
59,hungover,1,640
59,hungover,1,488
59,hungover,1,349
59,hungover,1,380
59,hungover,1,471
59,hungover,1,521
59,hungover,1,427
59,hungover,1,457
59,hungover,1,427
59,hungover,1,468
59,hungover,1,358
59,hungover,0,417
59,hungover,1,480
59,hungover,1,350
59,hungover,1,470
59,hungover,1,592
59,hungover,1,801
59,hungover,0,428
59,hungover,1,620
59,hungover,1,628
59,hungover,1,465
59,hungover,1,437
59,hungover,0,538
59,hungover,1,515
59,hungover,1,576
59,hungover,1,540
59,hungover,1,459
59,hungover,1,563
59,hungover,1,406
59,hungover,1,464
59,hungover,1,436
59,hungover,1,510
59,hungover,1,392
59,hungover,1,386
59,hungover,1,433
59,hungover,1,537
59,hungover,1,415
59,hungover,1,457
59,hungover,1,582
59,hungover,1,531
59,hungover,0,495
59,hungover,1,492
59,hungover,1,416
59,hungover,1,473
59,hungover,1,608
59,hungover,1,479
59,hungover,1,504
59,hungover,1,427
59,hungover,1,436
59,hungover,1,498
59,hungover,1,455
59,hungover,1,601
59,hungover,1,462
59,hungover,0,427
59,hungover,1,458
59,hungover,1,565
59,hungover,0,405
59,hungover,1,561
59,hungover,1,470
59,hungover,1,853
59,hungover,1,547
59,hungover,1,467
59,hungover,1,466
59,hungover,0,676
59,hungover,1,630
59,hungover,1,467
59,hungover,1,696
59,hungover,1,458
59,hungover,0,602
59,hungover,0,614
59,hungover,1,540
59,hungover,1,461
59,hungover,1,534
59,hungover,1,508
59,hungover,1,649
59,hungover,1,501
59,hungover,1,572
59,hungover,1,478
59,hungover,1,580
59,hungover,1,715
59,hungover,1,371
59,hungover,1,589
59,hungover,1,496
59,hungover,1,575
59,hungover,1,670
59,hungover,1,445
59,hungover,1,522
59,hungover,1,827
59,hungover,1,775
59,hungover,1,396
59,hungover,1,441
59,hungover,1,454
59,hungover,1,473
59,hungover,1,615
59,hungover,1,480
59,hungover,1,502
59,hungover,1,442
59,hungover,1,534
59,hungover,1,803
59,hungover,1,594
59,hungover,1,453
59,hungover,1,462
59,hungover,1,545
59,hungover,0,544
59,hungover,1,487
59,hungover,1,433
59,hungover,1,444
59,hungover,1,502
59,hungover,1,376
59,hungover,1,525
59,hungover,1,517
59,hungover,1,480
59,hungover,1,646
59,hungover,1,601
59,hungover,1,525
59,hungover,1,453
59,hungover,0,550
59,hungover,1,633
59,hungover,1,429
59,hungover,1,624
59,hungover,1,464
59,hungover,1,439
59,hungover,1,449
59,hungover,0,487
59,hungover,1,473
59,hungover,1,454
59,hungover,1,457
59,hungover,1,463
59,hungover,1,551
59,hungover,1,481
59,hungover,1,483
59,hungover,0,583
59,hungover,1,443
59,hungover,1,572
59,hungover,1,556
59,hungover,1,474
59,hungover,1,461
59,hungover,1,381
59,hungover,1,592
59,hungover,1,417
59,hungover,1,420
59,hungover,1,389
59,hungover,1,565
59,hungover,1,453
59,hungover,1,509
59,hungover,1,509
59,hungover,0,459
59,hungover,1,387
59,hungover,1,624
59,hungover,1,564
59,hungover,1,423
59,hungover,1,575
59,hungover,0,584
59,hungover,1,404
59,hungover,1,435
59,hungover,1,613
59,hungover,1,700
59,hungover,1,821
59,hungover,1,455
59,hungover,1,769
59,hungover,1,870
59,hungover,1,614
59,hungover,1,380
59,hungover,1,502
59,hungover,1,430
59,hungover,1,579
59,hungover,0,629
59,hungover,1,584
59,hungover,1,641
59,hungover,0,498
59,hungover,1,440
59,hungover,1,520
59,hungover,1,600
59,hungover,0,418
59,hungover,1,578
59,hungover,1,567
59,hungover,1,518
59,hungover,1,968
59,hungover,1,379
59,hungover,1,442
59,hungover,1,487
59,hungover,1,507
59,hungover,1,495
59,hungover,1,390
59,hungover,1,358
59,hungover,1,401
59,hungover,1,334
60,hungover,1,958
60,hungover,1,557
60,hungover,1,598
60,hungover,1,538
60,hungover,1,1034
60,hungover,1,527
60,hungover,1,521
60,hungover,1,406
60,hungover,1,749
60,hungover,1,493
60,hungover,1,478
60,hungover,1,491
60,hungover,0,592
60,hungover,1,604
60,hungover,1,736
60,hungover,1,499
60,hungover,1,464
60,hungover,1,568
60,hungover,1,597
60,hungover,1,523
60,hungover,1,688
60,hungover,1,501
60,hungover,1,629
60,hungover,1,538
60,hungover,1,631
60,hungover,1,520
60,hungover,1,436
60,hungover,1,355
60,hungover,1,435
60,hungover,1,632
60,hungover,1,529
60,hungover,1,491
60,hungover,1,545
60,hungover,0,523
60,hungover,1,637
60,hungover,1,553
60,hungover,1,468
60,hungover,1,511
60,hungover,1,496
60,hungover,1,507
60,hungover,1,454
60,hungover,1,675
60,hungover,1,648
60,hungover,1,607
60,hungover,1,506
60,hungover,1,515
60,hungover,1,487
60,hungover,1,606
60,hungover,1,558
60,hungover,0,496
60,hungover,1,1078
60,hungover,1,683
60,hungover,1,470
60,hungover,1,447
60,hungover,1,485
60,hungover,1,430
60,hungover,1,553
60,hungover,1,445
60,hungover,0,481
60,hungover,1,523
60,hungover,1,600
60,hungover,1,521
60,hungover,1,574
60,hungover,1,867
60,hungover,1,558
60,hungover,1,553
60,hungover,1,624
60,hungover,1,479
60,hungover,0,436
60,hungover,1,616
60,hungover,1,768
60,hungover,1,919
60,hungover,1,470
60,hungover,1,605
60,hungover,1,614
60,hungover,1,518
60,hungover,1,481
60,hungover,1,472
60,hungover,1,668
60,hungover,1,1521
60,hungover,1,598
60,hungover,1,544
60,hungover,1,470
60,hungover,1,532
60,hungover,1,444
60,hungover,1,483
60,hungover,1,549
60,hungover,1,554
60,hungover,1,447
60,hungover,1,503
60,hungover,1,543
60,hungover,1,644
60,hungover,1,763
60,hungover,1,529
60,hungover,1,501
60,hungover,1,483
60,hungover,1,528
60,hungover,1,527
60,hungover,1,500
60,hungover,1,371
60,hungover,1,535
60,hungover,1,461
60,hungover,1,649
60,hungover,1,435
60,hungover,1,616
60,hungover,1,372
60,hungover,1,495
60,hungover,1,582
60,hungover,1,707
60,hungover,1,676
60,hungover,1,549
60,hungover,1,528
60,hungover,1,542
60,hungover,1,487
60,hungover,1,432
60,hungover,1,518
60,hungover,1,975
60,hungover,1,478
60,hungover,1,596
60,hungover,1,831
60,hungover,1,514
60,hungover,1,427
60,hungover,1,435
60,hungover,1,628
60,hungover,1,507
60,hungover,1,515
60,hungover,1,629
60,hungover,1,518
60,hungover,1,937
60,hungover,1,470
60,hungover,1,536
60,hungover,1,501
60,hungover,1,364
60,hungover,1,439
60,hungover,1,426
60,hungover,1,552
60,hungover,1,396
60,hungover,1,575
60,hungover,1,534
60,hungover,1,584
60,hungover,1,810
60,hungover,1,465
60,hungover,1,526
60,hungover,1,451
60,hungover,1,456
60,hungover,1,743
60,hungover,1,612
60,hungover,1,662
60,hungover,1,740
60,hungover,1,673
60,hungover,1,590
60,hungover,1,571
60,hungover,1,692
60,hungover,1,1181
60,hungover,1,2208
60,hungover,1,590
60,hungover,1,462
60,hungover,1,516
60,hungover,1,620
60,hungover,1,679
60,hungover,1,601
60,hungover,1,581
60,hungover,1,567
60,hungover,1,747
60,hungover,1,435
60,hungover,1,517
60,hungover,0,493
60,hungover,1,462
60,hungover,1,572
60,hungover,1,450
60,hungover,1,346
60,hungover,1,632
60,hungover,1,462
60,hungover,1,422
60,hungover,1,462
60,hungover,1,947
60,hungover,1,423
60,hungover,1,775
60,hungover,1,570
60,hungover,1,1163
60,hungover,1,500
60,hungover,1,593
60,hungover,1,505
60,hungover,1,994
60,hungover,0,839
60,hungover,1,621
60,hungover,1,698
60,hungover,1,622
60,hungover,1,533
60,hungover,1,611
60,hungover,1,430
60,hungover,1,490
60,hungover,1,420
60,hungover,1,742
60,hungover,1,584
60,hungover,0,458
60,hungover,1,907
60,hungover,1,440
60,hungover,1,469
60,hungover,1,535
60,hungover,1,563
60,hungover,1,478
60,hungover,0,426
60,hungover,1,503
61,hungover,1,1421
61,hungover,1,585
61,hungover,1,538
61,hungover,1,514
61,hungover,1,649
61,hungover,1,444
61,hungover,1,605
61,hungover,1,445
61,hungover,1,625
61,hungover,0,533
61,hungover,1,737
61,hungover,1,681
61,hungover,1,671
61,hungover,1,454
61,hungover,1,575
61,hungover,1,542
61,hungover,1,564
61,hungover,1,443
61,hungover,0,750
61,hungover,1,691
61,hungover,1,513
61,hungover,1,494
61,hungover,1,534
61,hungover,1,405
61,hungover,1,547
61,hungover,1,427
61,hungover,1,489
61,hungover,1,568
61,hungover,1,387
61,hungover,0,432
61,hungover,1,442
61,hungover,1,455
61,hungover,1,440
61,hungover,1,443
61,hungover,1,487
61,hungover,0,388
61,hungover,1,548
61,hungover,1,719
61,hungover,1,500
61,hungover,1,476
61,hungover,1,428
61,hungover,0,401
61,hungover,1,469
61,hungover,0,487
61,hungover,1,604
61,hungover,1,797
61,hungover,1,586
61,hungover,1,507
61,hungover,1,554
61,hungover,1,615
61,hungover,1,401
61,hungover,1,481
61,hungover,1,386
61,hungover,0,298
61,hungover,1,503
61,hungover,1,407
61,hungover,1,515
61,hungover,1,363
61,hungover,1,363
61,hungover,1,374
61,hungover,1,468
61,hungover,1,363
61,hungover,1,526
61,hungover,1,472
61,hungover,0,373
61,hungover,1,476
61,hungover,1,500
61,hungover,0,376
61,hungover,1,708
61,hungover,1,444
61,hungover,1,412
61,hungover,0,426
61,hungover,1,507
61,hungover,1,488
61,hungover,1,502
61,hungover,0,348
61,hungover,1,554
61,hungover,1,545
61,hungover,0,606
61,hungover,1,508
61,hungover,1,457
61,hungover,0,464
61,hungover,1,484
61,hungover,1,463
61,hungover,1,444
61,hungover,1,481
61,hungover,1,887
61,hungover,1,509
61,hungover,1,453
61,hungover,1,674
61,hungover,0,587
61,hungover,1,625
61,hungover,0,790
61,hungover,1,732
61,hungover,1,539
61,hungover,1,1041
61,hungover,1,442
61,hungover,0,516
61,hungover,1,522
61,hungover,1,569
61,hungover,1,727
61,hungover,0,486
61,hungover,1,683
61,hungover,1,445
61,hungover,1,588
61,hungover,1,485
61,hungover,1,674
61,hungover,1,494
61,hungover,1,558
61,hungover,1,634
61,hungover,1,507
61,hungover,1,554
61,hungover,1,485
61,hungover,1,690
61,hungover,1,504
61,hungover,1,646
61,hungover,1,495
61,hungover,0,697
61,hungover,1,573
61,hungover,1,425
61,hungover,1,808
61,hungover,1,848
61,hungover,1,494
61,hungover,1,508
61,hungover,1,644
61,hungover,1,1456
61,hungover,1,501
61,hungover,1,608
61,hungover,1,535
61,hungover,1,551
61,hungover,1,609
61,hungover,1,524
61,hungover,1,487
61,hungover,0,585
61,hungover,1,411
61,hungover,1,437
61,hungover,1,479
61,hungover,1,859
61,hungover,1,422
61,hungover,1,546
61,hungover,1,782
61,hungover,1,537
61,hungover,0,536
61,hungover,1,491
61,hungover,1,424
61,hungover,0,314
61,hungover,1,820
61,hungover,1,439
61,hungover,1,471
61,hungover,1,401
61,hungover,1,539
61,hungover,1,521
61,hungover,1,635
61,hungover,1,372
61,hungover,1,760
61,hungover,1,431
61,hungover,1,358
61,hungover,0,313
61,hungover,1,388
61,hungover,1,426
61,hungover,1,438
61,hungover,1,516
61,hungover,1,450
61,hungover,0,323
61,hungover,1,508
61,hungover,0,407
61,hungover,1,449
61,hungover,1,519
61,hungover,1,637
61,hungover,1,766
61,hungover,1,849
61,hungover,1,603
61,hungover,1,403
61,hungover,1,455
61,hungover,1,605
61,hungover,0,519
61,hungover,1,350
61,hungover,0,517
61,hungover,1,385
61,hungover,1,486
61,hungover,1,474
61,hungover,0,467
61,hungover,1,451
61,hungover,1,486
61,hungover,0,493
61,hungover,1,558
61,hungover,1,437
61,hungover,1,551
61,hungover,1,659
61,hungover,1,457
61,hungover,1,435
61,hungover,1,411
61,hungover,1,586
61,hungover,0,442
61,hungover,1,506
61,hungover,1,825
61,hungover,1,674
61,hungover,1,597
61,hungover,1,460
61,hungover,1,640
61,hungover,1,460
61,hungover,1,505
61,hungover,0,574
61,hungover,1,521
62,hungover,1,1404
62,hungover,1,785
62,hungover,1,971
62,hungover,1,648
62,hungover,1,548
62,hungover,1,1776
62,hungover,1,1553
62,hungover,1,509
62,hungover,1,577
62,hungover,0,665
62,hungover,1,710
62,hungover,1,544
62,hungover,1,719
62,hungover,1,751
62,hungover,0,1322
62,hungover,1,621
62,hungover,1,660
62,hungover,1,712
62,hungover,1,493
62,hungover,1,421
62,hungover,1,651
62,hungover,1,790
62,hungover,1,782
62,hungover,1,734
62,hungover,1,677
62,hungover,1,506
62,hungover,1,562
62,hungover,1,1011
62,hungover,1,506
62,hungover,1,557
62,hungover,1,565
62,hungover,1,650
62,hungover,1,630
62,hungover,1,457
62,hungover,0,394
62,hungover,1,407
62,hungover,0,579
62,hungover,1,573
62,hungover,1,1318
62,hungover,1,639
62,hungover,1,866
62,hungover,1,859
62,hungover,1,815
62,hungover,1,608
62,hungover,1,644
62,hungover,1,491
62,hungover,0,2538
62,hungover,1,2084
62,hungover,1,585
62,hungover,1,433
62,hungover,1,1110
62,hungover,1,725
62,hungover,1,660
62,hungover,0,842
62,hungover,1,713
62,hungover,1,1211
62,hungover,1,841
62,hungover,1,495
62,hungover,1,459
62,hungover,1,1293
62,hungover,1,1408
62,hungover,1,562
62,hungover,1,551
62,hungover,1,633
62,hungover,1,605
62,hungover,1,893
62,hungover,1,1261
62,hungover,1,459
62,hungover,1,657
62,hungover,1,832
62,hungover,1,947
62,hungover,1,668
62,hungover,1,663
62,hungover,1,1591
62,hungover,1,625
62,hungover,1,893
62,hungover,1,1278
62,hungover,1,550
62,hungover,1,687
62,hungover,0,427
62,hungover,1,468
62,hungover,1,409
62,hungover,1,557
62,hungover,1,735
62,hungover,1,627
62,hungover,1,1625
62,hungover,1,661
62,hungover,1,678
62,hungover,1,587
62,hungover,1,449
62,hungover,1,365
62,hungover,1,464
62,hungover,1,943
62,hungover,1,1106
62,hungover,1,784
62,hungover,1,1024
62,hungover,1,541
62,hungover,1,578
62,hungover,1,589
62,hungover,1,687
62,hungover,1,739
62,hungover,1,1089
62,hungover,1,649
62,hungover,1,483
62,hungover,1,492
62,hungover,1,499
62,hungover,1,541
62,hungover,1,613
62,hungover,1,475
62,hungover,1,722
62,hungover,1,531
62,hungover,1,409
62,hungover,1,673
62,hungover,1,551
62,hungover,0,363
62,hungover,1,552
62,hungover,1,534
62,hungover,1,504
62,hungover,1,825
62,hungover,0,676
62,hungover,0,482
62,hungover,1,414
62,hungover,1,596
62,hungover,1,553
62,hungover,1,591
62,hungover,1,596
62,hungover,1,585
62,hungover,1,1240
62,hungover,1,676
62,hungover,1,628
62,hungover,1,894
62,hungover,1,549
62,hungover,1,3668
62,hungover,1,510
62,hungover,1,605
62,hungover,1,645
62,hungover,1,655
62,hungover,1,608
62,hungover,1,874
62,hungover,1,540
62,hungover,1,951
62,hungover,1,441
62,hungover,1,488
62,hungover,1,780
62,hungover,1,646
62,hungover,1,491
62,hungover,1,473
62,hungover,1,503
62,hungover,1,692
62,hungover,1,542
62,hungover,1,676
62,hungover,1,629
62,hungover,1,704
62,hungover,0,779
62,hungover,1,809
62,hungover,1,412
62,hungover,1,526
62,hungover,1,383
62,hungover,1,584
62,hungover,1,669
62,hungover,1,1143
62,hungover,1,5131
62,hungover,1,753
62,hungover,1,557
62,hungover,1,605
62,hungover,1,751
62,hungover,1,938
62,hungover,1,724
62,hungover,1,572
62,hungover,1,1203
62,hungover,1,701
62,hungover,1,815
62,hungover,1,560
62,hungover,1,895
62,hungover,1,1020
62,hungover,1,507
62,hungover,1,733
62,hungover,1,1229
62,hungover,1,603
62,hungover,0,399
62,hungover,1,517
62,hungover,1,344
62,hungover,1,385
62,hungover,1,780
62,hungover,1,584
62,hungover,1,588
62,hungover,1,978
62,hungover,1,1333
62,hungover,1,789
62,hungover,1,660
62,hungover,1,2223
62,hungover,1,401
62,hungover,1,549
62,hungover,1,478
62,hungover,1,647
62,hungover,1,2199
62,hungover,1,973
62,hungover,1,623
62,hungover,1,596
62,hungover,1,1245
62,hungover,1,2136
62,hungover,1,1128
62,hungover,1,1231
62,hungover,1,1195
63,hungover,1,894
63,hungover,1,558
63,hungover,1,547
63,hungover,1,493
63,hungover,1,686
63,hungover,1,537
63,hungover,1,576
63,hungover,1,458
63,hungover,1,482
63,hungover,0,351
63,hungover,1,643
63,hungover,1,451
63,hungover,1,587
63,hungover,1,454
63,hungover,1,546
63,hungover,1,433
63,hungover,1,450
63,hungover,1,507
63,hungover,1,421
63,hungover,0,384
63,hungover,1,341
63,hungover,1,403
63,hungover,1,395
63,hungover,1,330
63,hungover,1,416
63,hungover,0,440
63,hungover,1,407
63,hungover,1,405
63,hungover,1,428
63,hungover,1,399
63,hungover,0,400
63,hungover,1,450
63,hungover,1,444
63,hungover,0,385
63,hungover,1,368
63,hungover,1,379
63,hungover,0,423
63,hungover,1,421
63,hungover,1,470
63,hungover,1,381
63,hungover,1,551
63,hungover,1,650
63,hungover,1,416
63,hungover,1,540
63,hungover,1,474
63,hungover,1,369
63,hungover,1,440
63,hungover,1,496
63,hungover,1,499
63,hungover,1,405
63,hungover,0,328
63,hungover,1,449
63,hungover,1,470
63,hungover,1,462
63,hungover,1,423
63,hungover,0,384
63,hungover,1,350
63,hungover,1,678
63,hungover,1,380
63,hungover,1,390
63,hungover,1,444
63,hungover,1,438
63,hungover,1,360
63,hungover,1,366
63,hungover,1,476
63,hungover,1,376
63,hungover,1,387
63,hungover,1,386
63,hungover,1,367
63,hungover,0,315
63,hungover,1,312
63,hungover,1,323
63,hungover,1,307
63,hungover,1,325
63,hungover,0,282
63,hungover,0,223
63,hungover,1,371
63,hungover,1,324
63,hungover,1,459
63,hungover,1,527
63,hungover,1,368
63,hungover,1,413
63,hungover,0,419
63,hungover,1,486
63,hungover,1,411
63,hungover,1,355
63,hungover,1,423
63,hungover,1,531
63,hungover,1,477
63,hungover,1,443
63,hungover,0,458
63,hungover,1,511
63,hungover,1,463
63,hungover,1,519
63,hungover,1,450
63,hungover,1,583
63,hungover,1,499
63,hungover,1,576
63,hungover,1,560
63,hungover,0,565
