66
39
48
-56
-34
-26
-52
-25
-57
8
0
-65
68
177
-4
-18
54
107
-31
-32
-10
-20
0
21
38
23
192
20
-66
129
64
57
88
-48
82
-37
21
43
35
80
-99
46
7
-3
-76
22
-43
-115
-11
-2
133
90
-22
55
-64
-6
-4
193
-38
9
-2
-69
26
1
-149
77
